111138,IND,P,,Lt.,96A Bahringer Land Apt. 582, Poblacion, Calbayog 1832 Cagayan,,,2292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111139,IND,P,,Ato,06 Jast Stravenue, Bacuag 1171 Zambales,,,,7874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111140,IND,P,,Ato,08A Mosciski Glen Suite 432, Poblacion, Makati 8521 Negros Occidental,,,8647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111141,IND,P,,Lt.,37A O'Keefe Estates Apt. 252, Poblacion, Muntinlupa 7437 Davao Oriental,,,2992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111142,IND,P,,Haji,70A Rosenbaum Stream, Kiangan 3145 Catanduanes,,,,8172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111143,IND,P,,Inspector,33A/34 Douglas Inlet, General Trias 1350 Masbate,,,,9793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111144,IND,P,,Rev.,63A/42 Veum Cliff Apt. 673, Poblacion, Santa Rosa 5847 Camarines Sur,,,7019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111145,IND,P,,Mrs.,04/94 Mraz Burgs, Santa Praxedes 7404 Bukidnon,,,,4011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111146,IND,P,,Prof.,90A/52 Bradtke Centers, Tagoloan II 0747 Pangasinan,,,,7663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111147,IND,P,,Eng.,18A Lakin Trace Apt. 245, Poblacion, San Fernando 1147 Sulu,,,7433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111148,IND,P,,Miss,90A/51 Cormier Station, Santa Rita 2112 Isabela,,,,8584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111149,IND,P,,Sgt.,66 McDermott Centers Apt. 358, Poblacion, Guihulngan 1027 Zamboanga Sibugay,,,9618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111150,IND,P,,Ato,23A/27 Raynor Court, Poblacion, Calbayog 7539 Pangasinan,,,1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111151,IND,P,,Sr.,60A Kautzer Place Apt. 837, Poblacion, Sorsogon City 9642 Bohol,,,6767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111152,IND,P,,Master,47A/94 Lesch Streets Suite 440, Bacnotan 3008 Ifugao,,,,3269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111153,IND,P,,Inspector,58/56 Heidenreich Court, Taysan 4557 Misamis Oriental,,,,8257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111154,IND,P,,Captain,32 McCullough Tunnel Suite 058, San Jose City 9216 Tawi-Tawi,,,,7294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111155,IND,P,,Sr.,57/09 Mosciski Trace, Santa Cruz 5246 Sulu,,,,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111156,IND,P,,Sr.,12A/89 Franecki Ford Suite 749, Kabankalan City 0161 Biliran,,,,9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111157,IND,P,,Eng.,03/89 Will Mill Suite 941, Poblacion, Tayabas 1273 Cavite,,,8495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111158,IND,P,,Sr.,06 Rutherford Port, Balagtas 9353 Zamboanga del Sur,,,,3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111159,IND,P,,Pastor.,42 Strosin Haven, Poblacion, Sipalay 7895 Catanduanes,,,6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111160,IND,P,,Miss,79A/55 Weimann Plain Apt. 750, Poblacion, Tarlac City 9897 Camiguin,,,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111161,IND,P,,Dr.,12/90 Kuhn Stream, Dumarao 9663 Catanduanes,,,,5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111162,IND,P,,Inspector,94/08 Mayert Track Apt. 854, Poblacion, Tacurong 4946 Mountain Province,,,7329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111163,IND,P,,Master,93A Adams Gardens Suite 739, Daraga 1904 Oriental Mindoro,,,,8775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111164,IND,P,,Inspector,72 Ledner Island, Poblacion, Canlaon 1844 Aurora,,,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111165,IND,P,,Ato,48A Aufderhar Shores, Poblacion, Ozamiz 6393 Occidental Mindoro,,,4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111166,IND,P,,Unknown,82 Bogan Valleys Suite 344, San Antonio 7618 Davao del Norte,,,,6753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111167,IND,P,,Mrs.,53A Dooley Gateway, Catarman 5141 Lanao del Norte,,,,7152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111168,IND,P,,Inspector,03A/88 Wyman Pass, Poblacion, Mandaluyong 5981 Quirino,,,9321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111169,IND,P,,Eng.,23A/28 Romaguera Streets Suite 665, Poblacion, Samal 1331 Dinagat Islands,,,4032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111170,IND,P,,Lt.,59/42 Kertzmann Square Suite 200, Lala 6078 Catanduanes,,,,4984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111171,IND,P,,Inspector,42 Towne Trace Suite 493, Poblacion, Tanauan 2292 Marinduque,,,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111172,IND,P,,Ato,65 McClure Locks, Barili 9904 Cavite,,,,4968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111173,IND,P,,Master,34 Rau Tunnel, Santa Josefa 0002 Southern Leyte,,,,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111174,IND,P,,w/t,09A Weissnat Burg, Poblacion, Iligan 8465 Ifugao,,,3926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111175,IND,P,,Miss,92/58 Lynch Corner, Poblacion, Mati 6791 Cagayan,,,4326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111176,IND,P,,w/t,90/34 Graham Dale Apt. 300, Poblacion, Bayugan 9830 Albay,,,8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111177,IND,P,,Captain,42A/63 Durgan Mountain, Poblacion, Toledo 5677 Aklan,,,3503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111178,IND,P,,Sgt.,38A/22 Stokes Brooks Apt. 964, Santa Rosa City 7847 Bataan,,,,8357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111179,IND,P,,Miss,95A/19 Hodkiewicz Expressway, Poblacion, Olongapo 5301 Catanduanes,,,5521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111180,IND,P,,w/t,44 Hane Spring Suite 092, Jaro 9984 Capiz,,,,8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111181,IND,P,,Sgt.,31A/57 Watsica Mountains Apt. 857, Poblacion, Tanjay 3620 Southern Leyte,,,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111182,IND,P,,Eng.,60A/45 Gusikowski Brooks Apt. 093, Shariff Aguak 8442 La Union,,,,2749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111183,IND,P,,Eng.,90A/86 Emard Ville, Poblacion, Koronadal 3291 Tarlac,,,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111184,IND,P,,Dr.,43A/93 Lind Ferry, Carigara 2199 Agusan del Sur,,,,1835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111185,IND,P,,w/t,63 Marks Shores Suite 761, Poblacion, Legazpi 9128 Zamboanga Sibugay,,,3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111186,IND,P,,Pastor.,70/72 Baumbach Hills Suite 672, Poblacion, Naga 7699 Camarines Norte,,,1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111187,IND,P,,Pastor.,58A/04 Streich Pine, Poblacion, Gingoog 8509 Abra,,,8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111188,IND,P,,Sgt.,45/70 Cronin Union, Poblacion, Meycauayan 4068 Misamis Oriental,,,4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111189,IND,P,,Lt.,51A Kunze Pine Apt. 491, Sultan Dumalondong 0566 Abra,,,,4851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111190,IND,P,,Pastor.,20A/30 Christiansen Tunnel Apt. 103, Poblacion, Olongapo 8868 Batangas,,,2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111191,IND,P,,Pastor.,22 Carter Pine Suite 636, Poblacion, Laoag 4340 Bulacan,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111192,IND,P,,w/t,36A Hintz Circle Apt. 340, Siquijor 8355 Siquijor,,,,5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111193,IND,P,,Mr.,24A/06 Pouros Stream Apt. 253, Poblacion, Calapan 5275 Aklan,,,4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111194,IND,P,,Ato,99A/40 Roob Ridges, Poblacion, Bayawan 1595 Metro Manila,,,7059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111195,IND,P,,W/ro,64/81 Walter Falls Apt. 138, Poblacion, Samal 0483 Aurora,,,8988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111196,IND,P,,Prof.,05 Little Flats Apt. 487, Poblacion, Samal 6127 Camarines Norte,,,4183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111197,IND,P,,Rev.,79 Adams Underpass, Poblacion, Cabadbaran 8672 Siquijor,,,4493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111198,IND,P,,Prof.,57A Schamberger Flat Suite 810, Poblacion, Tagum 5579 Guimaras,,,3937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111199,IND,P,,w/t,30A Frami Circles, Ma-ayon 7403 Metro Manila,,,,5457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111200,IND,P,,Pastor.,70A Howe Meadows, Poblacion, Naga 9698 Tarlac,,,5680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111201,IND,P,,Ato,46/62 Jacobs Underpass Apt. 396, Poblacion, Valencia 5369 Maguindanao,,,6065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111202,IND,P,,Prof.,50A/43 Effertz Glen Apt. 497, Lamut 1951 Quirino,,,,6523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111203,IND,P,,w/t,16 Koch Lake, Bilar 0366 Northern Samar,,,,1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111204,IND,P,,Sgt.,70A/84 Robel Shores Apt. 573, Minglanilla 2553 Nueva Ecija,,,,5830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111205,IND,P,,Sr.,07/86 Emard Avenue, Poblacion, Sorsogon City 2835 Camarines Sur,,,4729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111206,IND,P,,Mrs.,44A Ullrich Oval, Poblacion, Marikina 2316 Leyte,,,3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111207,IND,P,,W/ro,33A Zemlak Ranch, Poblacion, Digos 0910 Cagayan,,,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111208,IND,P,,Inspector,33/69 Quitzon Lodge, Balaoan 1554 Pampanga,,,,5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111209,IND,P,,Lt.,39/05 Heidenreich Parks Suite 311, Poblacion, Tacloban 6029 Tawi-Tawi,,,4786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111210,IND,P,,Master,43A Brown Common, Obando 2875 Zamboanga del Sur,,,,6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111211,IND,P,,Sr.,20/48 Moore Mountains, Libona 3729 Batangas,,,,8175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111212,IND,P,,Rev.,17 Greenfelder Run Apt. 087, Poblacion, Baguio 5850 Dinagat Islands,,,3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111213,IND,P,,Rev.,86/07 Simonis Trace, Poblacion, Lapu-Lapu 0410 Davao del Sur,,,7428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111214,IND,P,,Prof.,05 Lockman Inlet, Poblacion, Lipa 9160 Benguet,,,4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111215,IND,P,,Prof.,41A Greenfelder Prairie Apt. 464, Poblacion, Quezon City 9217 Iloilo,,,6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111216,IND,P,,Miss,62A/45 Dicki Cape, Poblacion, Ozamiz 9484 Nueva Ecija,,,9677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111217,IND,P,,Miss,51 Buckridge Fort, Poblacion, Ilagan 2132 Nueva Ecija,,,8496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111218,IND,P,,Inspector,77 Smitham Bridge Suite 545, Poblacion, Mandaluyong 1878 Romblon,,,8938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111219,IND,P,,Miss,53A/43 Gaylord Island, Poblacion, Dapitan 4901 Sulu,,,8944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111220,IND,P,,Miss,53A/42 Feeney Courts Apt. 333, Candoni 7227 Cavite,,,,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111221,IND,P,,w/t,29A/69 Price Park, Poblacion, Iloilo City 3057 Tawi-Tawi,,,7205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111222,IND,P,,Dr.,20A Kessler Rest, Bokod 2320 Cavite,,,,8481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111223,IND,P,,W/ro,01A Pagac Vista Apt. 939, San Jose De Buan 0715 Sarangani,,,,7812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111224,IND,P,,Mrs.,98A Reilly Square Apt. 789, Poblacion, Canlaon 5352 Guimaras,,,4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111225,IND,P,,Master,31A Spencer Streets, Carmen 8985 Apayao,,,,2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111226,IND,P,,Mrs.,27 Considine Rest Apt. 602, Patnongon 8318 Bulacan,,,,7090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111227,IND,P,,Prof.,22 Reichel Shores Suite 779, Titay 8353 Bulacan,,,,9243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111228,IND,P,,Sgt.,85A/22 Spinka Greens, Poblacion, Toledo 4681 Isabela,,,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111229,IND,P,,Inspector,37/18 Orn Mountain, Tabontabon 9486 Cagayan,,,,6135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111230,IND,P,,Pastor.,04 Walsh Unions, Nueva Valencia 6437 Sorsogon,,,,1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111231,IND,P,,Unknown,13 Wisozk Grove, Poblacion, Pasay 8497 Aklan,,,6589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111232,IND,P,,Inspector,65A/16 Kshlerin Fort Suite 616, Poblacion, Dumaguete 9486 Nueva Vizcaya,,,5806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111233,IND,P,,Sgt.,33A Goyette Path, Catubig 4671 Surigao del Norte,,,,6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111234,IND,P,,Pastor.,19 Lockman Drive, Poblacion, Marikina 6171 South Cotabato,,,3874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111235,IND,P,,Haji,04A/26 Herman Way, Poblacion, Ilagan 9982 Cavite,,,9692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111236,IND,P,,Inspector,85A Rice Pines Apt. 818, Guiuan 9246 Nueva Vizcaya,,,,8195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111237,IND,P,,Master,04/99 Hahn Summit, Compostela 2464 Cebu,,,,8274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111238,IND,P,,Haji,00A Stracke Garden, Poblacion, Tagum 0989 Nueva Ecija,,,5499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111239,IND,P,,Pastor.,96A/74 Mayer Circles, Camiling 1004 Sarangani,,,,8816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111240,IND,P,,Captain,53A Streich Course Suite 893, Calatrava 0475 Masbate,,,,2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111241,IND,P,,Master,86/55 Hirthe Trace, Poblacion, Tabaco 0181 Misamis Oriental,,,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111242,IND,P,,Mrs.,20 Paucek Plaza, Allacapan 9208 Metro Manila,,,,3736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111243,IND,P,,Unknown,78 Nitzsche Courts Suite 650, Piddig 3495 Cebu,,,,1775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111244,IND,P,,Eng.,64A/70 Roob Shores, Kawayan 6905 Sultan Kudarat,,,,6786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111245,IND,P,,Lt.,14A/27 Kuhn Way Apt. 699, Dingalan 3641 Quirino,,,,7857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111246,IND,P,,Captain,46/38 Rosenbaum Lodge, Poblacion, Tayabas 6038 Tarlac,,,6675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111247,IND,P,,Lt.,92A/20 Schiller Shoals Suite 469, Poblacion, Isabela 6237 Northern Samar,,,6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111248,IND,P,,Lt.,17A/55 Goldner Dam, Mangudadatu 8214 Zamboanga Sibugay,,,,9227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111249,IND,P,,Eng.,22 Reilly Garden, Santo Niño 3407 Cagayan,,,,6536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111250,IND,P,,Ato,82A Terry Gardens, Poblacion, Olongapo 8939 Cavite,,,3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111251,IND,P,,Sgt.,26 Brakus Fall Apt. 067, Poblacion, Bayawan 3161 Agusan del Norte,,,8787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111252,IND,P,,Pastor.,14A Herzog Ferry, Looc 4741 Siquijor,,,,2460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111253,IND,P,,W/ro,47A Bogisich Loaf Apt. 138, Poblacion, Victorias 4439 Davao del Norte,,,7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111254,IND,P,,Sr.,38A Borer Islands Suite 238, Poblacion, Marikina 5738 Occidental Mindoro,,,7075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111255,IND,P,,W/ro,14A/51 Bahringer Tunnel Suite 263, Poblacion, Mandaluyong 8878 Sarangani,,,4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111256,IND,P,,Ato,61/07 Durgan Fort, Guindulungan 6077 Ilocos Sur,,,,9596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111257,IND,P,,Lt.,40/75 Larkin Cove Apt. 662, Alicia 1017 Camiguin,,,,3565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111258,IND,P,,Rev.,68 Hamill Spring, Guiuan 0749 Cotabato,,,,1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111259,IND,P,,Captain,17/96 Schamberger Glens Apt. 074, Malungon 1089 Cavite,,,,3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111260,IND,P,,Master,92A/33 Bechtelar Points, Poblacion, Tabuk 1683 Negros Occidental,,,4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111261,IND,P,,Haji,88A/61 Greenholt Lakes, Poblacion, Bacoor 4874 Misamis Occidental,,,9528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111262,IND,P,,Prof.,30A Wisozk Prairie, Nasipit 0346 Negros Oriental,,,,8205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111263,IND,P,,Sgt.,72/31 Carroll Island, Pinukpuk 8763 Camiguin,,,,6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111264,IND,P,,Lt.,40A Block Lodge, Poblacion, El Salvador 6778 Leyte,,,3273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111265,IND,P,,Captain,45/03 Stiedemann Stream Apt. 381, Poblacion, Cauayan 5985 Isabela,,,6395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
